Polymer Type,Unnamed: 1,Polymer,He,H2,O2,N2,CO2,CH4,Unnamed: 18,Unnamed: 19,Unnamed: 20,log10_He,log10_H2,log10_O2,log10_N2,log10_CO2,log10_CH4,log10_He_Bayesian,log10_H2_Bayesian,log10_O2_Bayesian,log10_N2_Bayesian,log10_CO2_Bayesian,log10_CH4_Bayesian,log10_He_Bayesian_std,log10_H2_Bayesian_std,log10_O2_Bayesian_std,log10_N2_Bayesian_std,log10_CH4_Bayesian_std,log10_CO2_Bayesian_std
High Temperature Polymers,PBO-PI 100/0,,857,1228,220,48,1014,41,,Jung 2010,http://www.sciencedirect.com/science/article/pii/S0376738810000141,2.932980822,3.089198367,2.342422681,1.681241237,3.006037955,1.612783857,2.932980822,3.089198367,2.342422681,1.681241237,3.006037955,1.612783857,0.088010736,0.100265031,0.072382095,0.08315047,0.137321969,0.145207917
High Temperature Polymers,BPGB-TADPO poly(phenylquinoxaline),,,17.2,1.97,3.44,,,,Gao 1996,http://www.sciencedirect.com/science/article/pii/0032386196810950,,1.235528447,0.294466226,0.536558443,,,1.412070917,1.235528447,0.294466226,0.536558443,0.92028797,0.480229496,0.087676621,0.099694131,0.069834074,0.083969666,0.136442173,0.144357018
High Temperature Polymers,FPBO-1 polybenzoxazole,,,120,16.4,3.4,61,1.6,,Okamoto 1992,http://dx.doi.org/10.1002/polb.1992.090301106,,2.079181246,1.214843848,0.531478917,1.785329835,0.204119983,2.100439519,2.079181246,1.214843848,0.531478917,1.785329835,0.204119983,0.086910597,0.097949036,0.071366106,0.082374501,0.135729947,0.14310365
High Temperature Polymers,FPBO-2 polybenzoxazole,,,24,1.44,0.21,4.7,0.097,,Okamoto 1992,http://dx.doi.org/10.1002/polb.1992.090301106,,1.380211242,0.158362492,-0.677780705,0.672097858,-1.013228266,1.464428637,1.380211242,0.158362492,-0.677780705,0.672097858,-1.013228266,0.087338909,0.098654188,0.071505037,0.082430068,0.135534769,0.144026634
High Temperature Polymers,FPBO-3 polybenzoxazole,,,37,3.3,0.55,11.4,0.28,,Okamoto 1992,http://dx.doi.org/10.1002/polb.1992.090301106,,1.568201724,0.51851394,-0.259637311,1.056904851,-0.552841969,1.629163031,1.568201724,0.51851394,-0.259637311,1.056904851,-0.552841969,0.087018608,0.098121927,0.071389697,0.082238639,0.135338701,0.143480274
High Temperature Polymers,HPBO-3 polybenzoxazole,,,12.5,0.78,0.12,2.7,0.086,,Okamoto 1992,http://dx.doi.org/10.1002/polb.1992.090301106,,1.096910013,-0.107905397,-0.920818754,0.431363764,-1.065501549,1.155178246,1.096910013,-0.107905397,-0.920818754,0.431363764,-1.065501549,0.08729543,0.098586477,0.071436109,0.082211503,0.134823024,0.144017235
High Temperature Polymers,PBI-I polybenzimidazole,,1.05,0.6,0.015,0.0048,0.16,0.0018,,Kumbharkar 2006,http://www.sciencedirect.com/science/article/pii/S0376738806006375,0.021189299,-0.22184875,-1.823908741,-2.318758763,-0.795880017,-2.744727495,0.021189299,-0.22184875,-1.823908741,-2.318758763,-0.795880017,-2.744727495,0.088923153,0.100825357,0.070536105,0.084263125,0.138062294,0.142672601
High Temperature Polymers,PBI-BuI polybenzimidazole,,10.1,10.7,0.42,0.06,1.91,0.05,,Kumbharkar 2006,http://www.sciencedirect.com/science/article/pii/S0376738806006375,1.004321374,1.029383778,-0.37675071,-1.22184875,0.281033367,-1.301029996,1.004321374,1.029383778,-0.37675071,-1.22184875,0.281033367,-1.301029996,0.08841649,0.099974683,0.071641705,0.082909024,0.135747381,0.144851492
High Temperature Polymers,PBI-HFA polybenzimidazole,,12.9,12.2,0.6,0.13,2.91,0.07,,Kumbharkar 2006,http://www.sciencedirect.com/science/article/pii/S0376738806006375,1.11058971,1.086359831,-0.22184875,-0.886056648,0.463892989,-1.15490196,1.11058971,1.086359831,-0.22184875,-0.886056648,0.463892989,-1.15490196,0.087651848,0.098745138,0.070866121,0.082844624,0.135604553,0.143151554
High Temperature Polymers,PBI-I polybenzimidazole,,,0.63,0.015,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0032386109000846,,-0.200659451,-1.823908741,,,,0.087897311,-0.200659451,-1.823908741,-2.842404523,-1.236265419,-3.258660599,0.087565711,0.098889639,0.071493222,0.082450998,0.135339488,0.143951079
High Temperature Polymers,PBI-T polybenzimidazole,,,0.16,0.004,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0032386109000846,,-0.795880017,-2.397940009,,,,-0.430373512,-0.795880017,-2.397940009,-3.403636651,-1.794269339,-3.76806016,0.087100113,0.098142225,0.071251523,0.082105099,0.13456195,0.143290638
High Temperature Polymers,PBI-BuI polybenzimidazole,,,10.66,0.42,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0032386109000846,,1.027757205,-0.37675071,,,,1.128724464,1.027757205,-0.37675071,-1.292993397,0.20669991,-1.630580081,0.087914715,0.099478596,0.071717207,0.082741601,0.136054819,0.144493466
High Temperature Polymers,PBI-BrT polybenzimidazole,,,0.38,0.006,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0032386109000846,,-0.420216403,-2.22184875,,,,-0.082858356,-0.420216403,-2.22184875,-3.326901169,-1.648784346,-3.855733098,0.087941786,0.099407415,0.07166399,0.082706642,0.135852459,0.144434588
High Temperature Polymers,PBI-IDBrT polybenzimidazole,,,1.89,0.07,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0032386109000846,,0.276461804,-1.15490196,,,,0.48043355,0.276461804,-1.15490196,-2.081265612,-0.557120128,-2.391339716,0.08737179,0.098645952,0.071420781,0.082331582,0.135132412,0.143723315
High Temperature Polymers,"PBI-2,6Py polybenzimidazole",,,1.38,0.045,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0032386109000846,,0.139879086,-1.346787486,,,,0.368105376,0.139879086,-1.346787486,-2.299708047,-0.751948979,-2.64044196,0.087425565,0.098714644,0.071440554,0.082364586,0.135189283,0.143786726
High Temperature Polymers,DMPBI-I polybenzimidazole,,3.11,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0014305709004327,0.492760389,,,,,,0.492760389,0.340175377,-0.882651719,-1.709298958,-0.249872949,-1.849038638,0.086906777,0.097875312,0.071158878,0.081949591,0.134330472,0.142993381
High Temperature Polymers,DBPBI-I polybenzimidazole,,6.63,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0014305709004327,0.821513528,,,,,,0.821513528,0.725311164,-0.399761951,-1.179386502,0.231126223,-1.281333988,0.086922179,0.097940788,0.071194429,0.081988539,0.134448017,0.143063343
High Temperature Polymers,DSPBI-I polybenzimidazole,,6.43,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0014305709004327,0.808210973,,,,,,0.808210973,0.70972716,-0.419301439,-1.2008287,0.211663236,-1.304305396,0.086921304,0.097937888,0.071192846,0.081986782,0.134442881,0.143060212
High Temperature Polymers,DBzPBI-I polybenzimidazole,,17.96,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0014305709004327,1.254306332,,,,,,1.254306332,1.232329886,0.235946705,-0.481774007,0.864345972,-0.533969302,0.086962221,0.098046671,0.071252567,0.082054092,0.134632522,0.143179059
High Temperature Polymers,DMPBI-BuI polybenzimidazole,,11.76,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0014305709004327,1.070407322,,,,,,1.070407322,1.016891366,-0.034173759,-0.778198177,0.595283076,-0.851533792,0.086942463,0.09799895,0.071226291,0.082024257,0.134549998,0.143126614
High Temperature Polymers,DBPBI-BuI polybenzimidazole,,21.26,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0014305709004327,1.32756326,,,,,,1.32756326,1.318150708,0.343550304,-0.363692218,0.971528284,-0.407466179,0.08697122,0.098066804,0.071263681,0.082066791,0.134667092,0.143201298
High Temperature Polymers,DSPBI-BuI polybenzimidazole,,26.64,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0014305709004327,1.42553422,,,,,,1.42553422,1.43292413,0.487455163,-0.205774237,1.114869731,-0.238285834,0.08698426,0.098094726,0.071279121,0.0820845,0.134714831,0.143232238
High Temperature Polymers,DBzPBI-BuI polybenzimidazole,,38.28,,,,,,,Kumbharkar 2009,http://www.sciencedirect.com/science/article/pii/S0014305709004327,1.582971929,,,,,,1.582971929,1.617363116,0.718707886,0.047997341,1.34521706,0.033584176,0.087007621,0.098141988,0.07130531,0.082114693,0.134795157,0.143284829
High Temperature Polymers,,"Poly(1,2,4-triazole) 1",,,0.52,0.09,2.7,0.0491,,Hensema Gas Sep & Purif 1994,,,,-0.283996656,-1.045757491,0.431363764,-1.308918508,1.022765387,0.903151543,-0.283996656,-1.045757491,0.431363764,-1.308918508,0.087285025,0.098634175,0.071318132,0.082578511,0.135633439,0.143028141
High Temperature Polymers,,"Poly(1,2,4-triazole) 2",,,0.59,0.1,3.3,0.0673,,Hensema Gas Sep & Purif 1994,,,,-0.229147988,-1,0.51851394,-1.171984936,0.999336897,0.918888144,-0.229147988,-1,0.51851394,-1.171984936,0.087399927,0.09873243,0.071391558,0.082528051,0.135586778,0.143093776
High Temperature Polymers,,"Poly(1,2,4-triazole) 3",,,1.17,0.18,6.7,0.134,,Hensema Gas Sep & Purif 1994,,,,0.068185862,-0.744727495,0.826074803,-0.872895202,1.194743776,1.175557516,0.068185862,-0.744727495,0.826074803,-0.872895202,0.087676824,0.099031765,0.071603158,0.082557971,0.135895725,0.14344274
High Temperature Polymers,,"Poly(1,2,4-triazole) 4",,,1.46,0.23,10.1,0.202,,Hensema Gas Sep & Purif 1994,,,,0.164352856,-0.638272164,1.004321374,-0.694648631,1.207518222,1.229914689,0.164352856,-0.638272164,1.004321374,-0.694648631,0.087947483,0.099379456,0.071715547,0.082711643,0.136236949,0.143411975
High Temperature Polymers,,"Poly(1,3,4-oxadiazole) 1",,,17.1,3.3,93,3.58,,Hensema Gas Sep & Purif 1994,,,,1.23299611,0.51851394,1.968482949,0.553883027,1.927409247,2.067033587,1.23299611,0.51851394,1.968482949,0.553883027,0.087679511,0.098999386,0.071692444,0.0824677,0.135874168,0.14370228
High Temperature Polymers,,"Poly(1,3,4-oxadiazole) 2",,,20,4,78,2.79,,Hensema Gas Sep & Purif 1994,,,,1.301029996,0.602059991,1.892094603,0.445604203,2.119323481,2.188176964,1.301029996,0.602059991,1.892094603,0.445604203,0.087286015,0.09854235,0.071520928,0.082416955,0.135679929,0.14372444
High Temperature Polymers,CP-1 Cardo Polymer,,,74,11,2.391,72,2.88,,Camacho-Zuniga 2006,http://www.sciencedirect.com/science/article/pii/S0376738806004625,,1.86923172,1.041392685,0.378579576,1.857332496,0.459392488,1.741125203,1.86923172,1.041392685,0.378579576,1.857332496,0.459392488,0.08767439,0.099045316,0.071594813,0.082575258,0.135864454,0.143307802
High Temperature Polymers,BBL ladder polymer,,0.54,,0.021,0.00259,0.12,0.0017,,Zimmerman 1999,http://www.sciencedirect.com/science/article/pii/S0032386198007770,-0.26760624,,-1.677780705,-2.586700236,-0.920818754,-2.769551079,-0.26760624,-0.466206561,-1.677780705,-2.586700236,-0.920818754,-2.769551079,0.086852323,0.096899913,0.07085471,0.08166844,0.13427439,0.141572187
High Temperature Polymers,CFA-BP polymer,,84,114,25,6.6,166,10,,Guzman-Gutierrez 2008,http://www.sciencedirect.com/science/article/pii/S0376738808005851,1.924279286,2.056904851,1.397940009,0.819543936,2.220108088,1,1.924279286,2.056904851,1.397940009,0.819543936,2.220108088,1,0.08738584,0.098898823,0.071670603,0.082488805,0.135663628,0.143278967
High Temperature Polymers,CFA-TP polymer,,82,126,32,9,220,13,,Guzman-Gutierrez 2008,http://www.sciencedirect.com/science/article/pii/S0376738808005851,1.913813852,2.100370545,1.505149978,0.954242509,2.342422681,1.113943352,1.913813852,2.100370545,1.505149978,0.954242509,2.342422681,1.113943352,0.087235061,0.098098419,0.071259781,0.08227764,0.135367348,0.142362876
High Temperature Polymers,CFA-DPE polymer,,29,28,3.5,0.69,17,0.65,,Guzman-Gutierrez 2008,http://www.sciencedirect.com/science/article/pii/S0376738808005851,1.462397998,1.447158031,0.544068044,-0.161150909,1.230448921,-0.187086643,1.462397998,1.447158031,0.544068044,-0.161150909,1.230448921,-0.187086643,0.087054793,0.09841374,0.071527376,0.082223004,0.135162267,0.143362566
High Temperature Polymers,CFA-DPEK polymer,,12,11,0.91,0.15,4.2,,,Guzman-Gutierrez 2008,http://www.sciencedirect.com/science/article/pii/S0376738808005851,1.079181246,1.041392685,-0.040958608,-0.823908741,0.62324929,,1.079181246,1.041392685,-0.040958608,-0.823908741,0.62324929,-0.904812437,0.087218559,0.098351216,0.071366244,0.082161743,0.134944867,0.143311283
High Temperature Polymers,,"Poly(1.1??-biphenyl)-4,4??-diyl[2,2,2-trifluoro-1-(trifluoromethyl)ethylidene]",390,470,120,41,470,34,,Havelka-Rivard 1999,http://dx.doi.org/10.1021/ma990301x,2.591064607,2.672097858,2.079181246,1.612783857,2.672097858,1.531478917,2.591064607,2.672097858,2.079181246,1.612783857,2.672097858,1.531478917,0.086638786,0.097952951,0.07131916,0.082392399,0.135351994,0.143151712
High Temperature Polymers,PIM-1,,1500,3600,1300,340,6500,430,,Thomas 2009,http://www.sciencedirect.com/science/article/B6TGK-4VKXC29-7/2/deae1d7301c3baf01486835549c6d224,3.176091259,3.556302501,3.113943352,2.531478917,3.812913357,2.633468456,3.176091259,3.556302501,3.113943352,2.531478917,3.812913357,2.633468456,0.087812247,0.098659342,0.071679139,0.082513677,0.136441021,0.143642093
Hydrocarbon Elastomers,,Natural rubber,31,49,23.2,8.02,130,28.8,,van Amerongen 1950,http://link.aip.org/link/?JAP/17/972/1,1.491361694,1.69019608,1.365487985,0.904174368,2.113943352,1.459392488,1.491361694,1.69019608,1.365487985,0.904174368,2.113943352,1.459392488,0.086527352,0.097032438,0.071111107,0.081343353,0.133342531,0.142349186
Hydrocarbon Elastomers,,Methyl rubber,14.4,17,2.1,0.472,7.47,0.786,,van Amerongen 1950,http://link.aip.org/link/?JAP/17/972/1,1.158362492,1.230448921,0.322219295,-0.326058001,0.873320602,-0.104577454,1.158362492,1.230448921,0.322219295,-0.326058001,0.873320602,-0.104577454,0.086925939,0.097821563,0.071127271,0.081683698,0.133419294,0.143475405
Hydrocarbon Elastomers,,Butyl rubber,8.38,7.21,1.3,0.322,5.16,0.786,,van Amerongen 1950,http://link.aip.org/link/?JAP/17/972/1,0.923244019,0.857935265,0.113943352,-0.492144128,0.712649702,-0.104577454,0.923244019,0.857935265,0.113943352,-0.492144128,0.712649702,-0.104577454,0.086569045,0.09827439,0.071757254,0.081613271,0.133212827,0.144217126
Hydrocarbon Elastomers,,Polybutadiene (emulsion),,41.9,19,6.42,138,,,van Amerongen 1950,http://link.aip.org/link/?JAP/17/972/1,,1.622214023,1.278753601,0.807535028,2.139879086,,1.466048646,1.622214023,1.278753601,0.807535028,2.139879086,1.25323463,0.086661872,0.097210765,0.071192492,0.081684082,0.134204574,0.141907817
Hydrocarbon Elastomers,,Neoprene G,,13.5,3.93,1.17,25.5,3.28,,van Amerongen 1964,http://dx.doi.org/10.5254/1.3540396,,1.130333768,0.59439255,0.068185862,1.40654018,0.515873844,1.030718268,1.130333768,0.59439255,0.068185862,1.40654018,0.515873844,0.086725307,0.097426992,0.071152819,0.081605265,0.133683908,0.142289596
Hydrocarbon Elastomers,,Nitrile rubber (27% An),12.2,15.9,3.85,1.06,30.8,,,van Amerongen 1950,http://link.aip.org/link/?JAP/17/972/1,1.086359831,1.201397124,0.58546073,0.025305865,1.488550717,,1.086359831,1.201397124,0.58546073,0.025305865,1.488550717,0.369475583,0.087109875,0.097870874,0.071205489,0.08199075,0.134576437,0.142073777
Hydrocarbon Elastomers,,Nitrile rubber (39% An),6.81,7.1,0.956,0.234,7.43,,,van Amerongen 1950,http://link.aip.org/link/?JAP/17/972/1,0.833147112,0.851258349,-0.019542108,-0.630784143,0.870988814,,0.833147112,0.851258349,-0.019542108,-0.630784143,0.870988814,-0.460571649,0.087275219,0.098353798,0.071190638,0.082313026,0.134922783,0.142312456
Hydrocarbon Elastomers,,Thiokol B polysulfide rubber,,1.57,0.288,,3.14,,,van Amerongen 1964,http://dx.doi.org/10.5254/1.3540396,,0.195899652,-0.540607512,,0.496929648,,0.231221024,0.195899652,-0.540607512,-1.128039455,0.496929648,-0.802645881,0.087298794,0.098125163,0.071278914,0.082250717,0.134895432,0.141601658
Hydrocarbon Elastomers,,Isoprene/acrylonitrile rubber (26% An),7.73,7.41,0.852,0.181,4.32,,,van Amerongen 1950,http://link.aip.org/link/?JAP/17/972/1,0.888179494,0.869818208,-0.069560405,-0.742321425,0.635483747,,0.888179494,0.869818208,-0.069560405,-0.742321425,0.635483747,-0.670877175,0.086829516,0.097680686,0.071049546,0.081885342,0.13416062,0.142577354
Hydrocarbon Elastomers,,Poly(cis-4-butadiene),42.9,,,25.1,,,,Paul 1965,http://dx.doi.org/10.1002/polc.5070100105,1.632457292,,,1.399673721,,,1.632457292,1.874057283,1.650623837,1.399673721,2.417999406,1.987984041,0.086171214,0.096410298,0.070543101,0.081428664,0.132870361,0.141494257
Hydrocarbon Elastomers,,Ethylene/propylene (47/53) rubber,28.6,,,7.5,,,,Paul 1965,http://dx.doi.org/10.1002/polc.5070100105,1.456366033,,,0.875061263,,,1.456366033,1.629811628,1.229018158,0.875061263,1.970395863,1.329556479,0.08623458,0.096613615,0.070625212,0.081485645,0.133065145,0.141698925
Hydrocarbon Elastomers,,Ethylene/propylene (37/63) rubber,43.5,,,10.3,,,,Paul 1965,http://dx.doi.org/10.1002/polc.5070100105,1.638489257,,,1.012837225,,,1.638489257,1.819139764,1.39156813,1.012837225,2.114878053,1.415652898,0.086333329,0.096835944,0.07073007,0.081582627,0.133346543,0.141933633
Hydrocarbon Elastomers,,Ethylene/propylene (29/71) rubber,46,,,8.7,,,,Paul 1965,http://dx.doi.org/10.1002/polc.5070100105,1.662757832,,,0.939519253,,,1.662757832,1.830036395,1.351289148,0.939519253,2.062010191,1.29240115,0.086399081,0.096981764,0.070795198,0.08164059,0.133513807,0.142085005
Hydrocarbon Elastomers,,Butadiene-acrylonitrile (35% An) rubber,8.4,9.5,1.6,0.42,13,0.32,,Rogers p62 1985,,0.924279286,0.977723605,0.204119983,-0.37675071,1.113943352,-0.494850022,0.924279286,0.977723605,0.204119983,-0.37675071,1.113943352,-0.494850022,0.0868862,0.096708631,0.070476728,0.082056219,0.134850421,0.140320256
Hydrocarbon Elastomers,,Butyl rubber,,,1.3,,5.18,,,Allen 1977,http://www.sciencedirect.com/science/article/pii/S037673880083241X,,,0.113943352,,0.71432976,,1.212592248,1.163185562,0.113943352,-0.628584177,0.71432976,-0.730598502,0.08695404,0.098069638,0.071269639,0.08206728,0.134655475,0.143295104
Hydrocarbon Elastomers,,Neoprene,,,4,,25.8,,,Allen 1977,http://www.sciencedirect.com/science/article/pii/S037673880083241X,,,0.602059991,,1.411619706,,1.42987176,1.49903718,0.602059991,-0.068306847,1.411619706,-0.006424742,0.087551024,0.098887038,0.071496846,0.082502519,0.13560277,0.143156059
Hydrocarbon Elastomers,,Natural rubber,,,23.3,,153,,,Allen 1977,http://www.sciencedirect.com/science/article/pii/S037673880083241X,,,1.367355921,,2.184691431,,1.915834458,2.083019717,1.367355921,0.783498603,2.184691431,0.937958307,0.087589646,0.098941784,0.071548463,0.082552016,0.135762396,0.143233052
Hydrocarbon Elastomers,,Natural rubber,,,23.4,9.48,154,30.3,,Michaels 1961,http://dx.doi.org/10.1002/pol.1961.1205015412,,,1.369215857,0.976808337,2.187520721,1.481442629,1.644859187,1.858063142,1.369215857,0.976808337,2.187520721,1.481442629,0.087038766,0.098134001,0.07116032,0.082049471,0.134039735,0.142773418
Hydrocarbon Elastomers,,Poly(dimethyl isopropoxysilylbutadiene),,,6,1.5,23.2,3.1,,Hachisuka 1990,http://www.sciencedirect.com/science/article/pii/003238619090119J,,,0.77815125,0.176091259,1.365487985,0.491361694,1.39392999,1.501689003,0.77815125,0.176091259,1.365487985,0.491361694,0.086778281,0.097715292,0.071227797,0.081566458,0.133424281,0.143373124
Hydrocarbon Elastomers,,Poly(methyl diisopropoxysilylbutadiene),,,69.2,25.4,345,63.2,,Hachisuka 1990,http://www.sciencedirect.com/science/article/pii/003238619090119J,,,1.840106094,1.404833717,2.537819095,1.800717078,2.08461605,2.318469926,1.840106094,1.404833717,2.537819095,1.800717078,0.086882655,0.097936318,0.071218851,0.081929597,0.134096094,0.143098886
Hydrocarbon Elastomers,,Poly(tri isopropoxysilylbutadiene),,,247,109,1230,263,,Hachisuka 1990,http://www.sciencedirect.com/science/article/pii/003238619090119J,,,2.392696953,2.037426498,3.089905111,2.419955748,2.48817653,2.765252673,2.392696953,2.037426498,3.089905111,2.419955748,0.086829121,0.097906527,0.07118174,0.082069163,0.134361184,0.143019498
Hydrocarbon Elastomers,,Polyisobutylene (Butyl rubber),15.8,13.3,2.89,0.76,,,,Fitch 1993,http://dx.doi.org/10.1002/app.1993.070470610,1.198657087,1.123851641,0.460897843,-0.119186408,,,1.198657087,1.123851641,0.460897843,-0.119186408,1.07746674,-0.029153484,0.085966929,0.096673148,0.071041947,0.081484167,0.13362886,0.142310893
Hydrocarbon Elastomers,,Hypalon??40,8.8,11,2.37,0.63,,,,Fitch 1993,http://dx.doi.org/10.1002/app.1993.070470610,0.944482672,1.041392685,0.374748346,-0.200659451,,,0.944482672,1.041392685,0.374748346,-0.200659451,1.110739895,0.125310196,0.086592271,0.096957118,0.070837009,0.081451094,0.13336732,0.142031054
